RowType,SystemID,SystemType,ParameterNumber,LogTime,Value,AlertCode,Message,Priority,ParameterStatus,Commissioned,Quarantined,Available,Communicating,Running,StandBy,Maintenance
LOGGING,,16403,53,09/03/2017 00:01:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:01:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:01:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:01:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:01:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:01:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:01:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:01:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:02:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:02:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:02:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:02:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:02:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:02:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:02:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:02:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:02:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:03:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:03:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:03:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:03:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:03:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:03:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:03:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:03:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:03:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:04:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:04:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:04:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:04:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:04:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:04:20.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:04:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:04:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:04:40.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:05:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:05:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:05:00.0,-750,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:05:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:05:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:05:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:05:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:05:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:05:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:06:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:06:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:06:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:06:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:06:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:06:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:06:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:06:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:06:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:07:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:07:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:07:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:07:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:07:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:07:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:07:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:07:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:07:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:08:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:08:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:08:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:08:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:08:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:08:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:08:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:08:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:08:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:09:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:09:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:09:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:09:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:09:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:09:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:09:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:09:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:09:40.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:10:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:10:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:10:00.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:10:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:10:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:10:20.0,-500,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:10:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:10:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:10:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:11:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:11:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:11:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:11:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:11:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:11:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:11:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:11:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:11:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:12:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:12:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:12:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:12:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:12:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:12:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:12:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:12:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:12:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:13:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:13:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:13:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:13:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:13:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:13:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:13:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:13:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:13:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:14:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:14:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:14:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:14:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:14:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:14:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:14:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:14:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:14:40.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:15:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:15:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:15:00.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:15:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:15:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:15:20.0,0,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:15:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:15:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:15:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:16:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:16:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:16:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:16:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:16:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:16:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:16:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:16:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:16:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:17:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:17:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:17:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:17:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:17:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:17:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:17:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:17:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:17:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:18:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:18:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:18:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:18:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:18:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:18:20.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:18:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:18:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:18:40.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:19:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:19:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:19:00.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:19:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:19:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:19:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:19:39.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:19:39.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:19:39.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:19:59.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:19:59.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:19:59.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,52,09/03/2017 00:20:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,53,09/03/2017 00:20:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
LOGGING,,16403,54,09/03/2017 00:20:19.0,5000,,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
